"lon","lat","names(locations_dict)"
NA,NA,"contacto: publicidadyc0ntact0@outlook.com"
-105.2551187,54.5259614,"continente americano"
12.5683372,55.6760968,"copenhagen | global"
-4.7793835,37.8881751,"cordoba"
-4.7793835,37.8881751,"cordoba "
-64.1887761,-31.4200833,"cordoba, argentina"
-75.57405,8.049293,"cordoba, colombia"
-73.165539,10.496537,"corregimiento de guacoche"
-123.2620435,44.5645659,"corvallis, oregon, usa"
-69.9373237,-4.2272539,"costa norte, colombiana"
-83.753428,9.748917,"costa rica"
-77.0478647,38.9139055,"costa rica. mexico. washington"
-74.103121,4.809271,"cota, cundinamarca"
-75.681642,9.402597,"covenas, colombia"
-95.9295725,37.0159484,"cr"
NA,NA,"cruzando el charco"
NA,NA,"cualquier lugar"
NA,NA,"cualquier lugar del mundo"
-77.781167,21.521757,"cuba"
-72.4966896,7.8890971,"cucuta"
-72.4966896,7.8890971,"cucuta - colombia"
-72.4966896,7.8890971,"cucuta colombia "
NA,NA,"cucuta ndes"
-72.4966896,7.8890971,"cucuta, colombia"
-72.4966896,7.8890971,"cucuta, norte de santander"
-72.4966896,7.8890971,"cucuta."
-72.4966896,7.8890971,"cucuta. colombia"
-72.77228,7.539403,"cucutilla, colombia"
-79.0058965,-2.9001285,"cuenca"
-79.0058965,-2.9001285,"cuenca, ecuador"
NA,NA,"cuenta alternativa"
NA,NA,"cuentas claras, cuentas sanas."
-74.0300122,5.026003,"cundinamarca"
-74.0300122,5.026003,"cundinamarca, colombia"
-122.0321823,37.3229978,"cupertino"
-122.0321823,37.3229978,"cupertino, ca"
-71.8853775,-13.5436413,"cusco/lima - peru"
NA,NA,"cynicism as a service"
15.472962,49.817492,"czech republic"
127.766922,35.907757,"daehanmingug"
-76.6908459,3.658519,"dagua"
-96.7969879,32.7766642,"dallas (eu)"
-96.7969879,32.7766642,"dallas, tx"
-96.7969879,32.7766642,"dallas, tx, usa"
-77.0368707,38.9071923,"dc"
-76.930524,39.005728,"dc-area"
-95.9031225,36.0995312,"dc + the world"
-77.0523838,38.924519,"dc metro area"
NA,NA,"de amalfi ant. pa' servirle!!!"
-116.6204891,31.8778273,"de aqui y de alla"
-73.8519319,7.0617085,"de barrancabermeja, santander"
NA,NA,"de cali pero en bogota"
-80.4168404,25.6624875,"de colombia con orgullo"
-74.054353,4.724511,"de cucuta - en bogota colombia"
-102.0230727,20.3756026,"de ideas liberale mde"
NA,NA,"de la estrella regulus aleonis"
-75.5812119,6.244203,"de medellin"
34.267842,31.271631,"deir yassin, palestine"
NA,NA,"del tajo a la sierra de gredos"
-5.6632234,40.9669771,"delegacion de salamanca "
NA,NA,"delhi via london & yorkshire"
NA,NA,"delivering your photos"
-104.990251,39.7392358,"denver"
-104.990251,39.7392358,"denver, co"
-76.6412712,3.8008893,"departamento valle del cauca"
NA,NA,"depends on the day!"
NA,NA,"derecha - soldado de cristo"
39.4387778,39.3073554,"dersim"
-93.6091064,41.6005448,"des moines, ia"
-4.7672584,37.9027396,"des ubicada  "
-8.8894825,39.243323,"desaparecido"
NA,NA,"desde el infinito y mas alla"
-73.9621909,40.6788596,"desde el viejo puerto"
NA,NA,"desubicada a veces"
-40.4997834,-9.4159785,"detras del mundo"
-3.530875,50.7155591,"devon"
-99.133208,19.4326077,"df, mexico"
90.4125181,23.810332,"dhaka, bangladesh"
76.3234037,32.219042,"dharamsala, india"
NA,NA,"dig 30 # 14-49 bogota, d.c."
-111.8790081,40.7621873,"dine bikeyah"
-99.133208,19.4326077,"distrito federal, mexico"
-122.3895378,37.7591221,"dogpatch"
51.5310398,25.2854473,"doha"
51.5310398,25.2854473,"doha, qatar"
NA,NA,"donde el honor me lo exija"
-82.3850254,23.1386631,"donde este la noticia"
-100.9331097,29.3182783,"donde sea."
-75.393831,6.485702,"donmatias, colombia"
13.7372621,51.0504088,"dresden, sachsen"
55.2707828,25.2048493,"dubai, uae"
-6.2603097,53.3498053,"dublin "
-6.2603097,53.3498053,"dublin, ire"
-6.2603097,53.3498053,"dublin, ireland"
-73.0329273,5.8268951,"duitama - boyaca-colombia "
-92.1004852,46.7866719,"duluth"
-78.898619,35.9940329,"durham, nc"
-95.959052,36.084529,"dystopia"
-94.55403,36.177174,"earth"
-78.183406,-1.831239,"ecuador"
-3.188267,55.953252,"edinburgh, scotland"
-3.188267,55.953252,"edinburgh, uk"
-66.7367345,10.5890015,"edo. vargas"
-95.712891,37.09024,"eeuu"
-73.030813,-36.9260306,"eeuu-chile"
30.802498,26.820553,"egipto"
5.4697225,51.441642,"eindhoven"
-75.6608349,4.5448189,"eje cafetero"
NA,NA,"el 3deg sector con el 4deg poder"
-73.973864,9.003507,"el banco, magdalena."
-75.496368,5.0742567,"el caribe colombiano"
-75.496368,5.0742567,"el caribe, colombia."
-76.312996,3.684084,"el cerrito valle del cauca"
NA,NA,"el crater derecho de la luna"
-80.2709979,25.7785142,"el exilio"
NA,NA,"el man esta vivo"
-85.7013104,38.2536728,"el mundo"
-85.7013104,38.2536728,"el mundo "
-106.4826996,35.0938374,"el mundo mundial"
-66.8266233,10.4838632,"el nacional, los cortijos"
-88.89653,13.794185,"el salvador"
-88.89653,13.794185,"el salvador, centroamerica. "
-75.264509,6.139611,"el santuario antioquia"
NA,NA,"email: wayuuaraurayu@gmail.com"
-75.4968502,40.5395421,"emmaus, pa"
NA,NA,"en algun lugar de la mancha "
NA,NA,"en algun lugar del mundo"
NA,NA,"en algun lugar del mundo "
-75.4794257,10.3910485,"en cartagena"
-74.0663293,4.613792,"en chibchombia "
-74.8280496,10.9746319,"en colombia...por fin colombia!"
NA,NA,"en cualquier lugar del mundo."
NA,NA,"en cualquier paraiso"
-99.1370276,19.4271824,"en el exilio "
-99.138899,19.429321,"en el holocausto de mexico "
-97.489417,25.870641,"en el mar de la felicidad."
-91.5139125,14.8378716,"en el mundo"
NA,NA,"en el pais del nunca jamas"
NA,NA,"en el pais mojigato"
-103.4152396,25.518641,"en el pez globo"
-6.0071315,37.3820477,"en espana por ahora "
-110.9803059,29.0883276,"en globo"
NA,NA,"en la espalda del sol"
-95.7193905,29.8250689,"en la olla"
-110.9749411,29.1119488,"en la politica"
-115.409727,32.651362,"en la via"
NA,NA,"en la vida en movimiento"
-80.2755618,25.7932727,"en madrid, miami y latam."
NA,NA,"en mi amada bogota"
NA,NA,"en mi amada ciudad bolivar"
NA,NA,"en otra dimension"
-74.0662622,4.616529,"en toda colombia"
NA,NA,"en toda latinoamerica. "
NA,NA,"en todas partes"
NA,NA,"en todas partes!!"
NA,NA,"en todas partes/everywhere."
NA,NA,"en un alveolo"
NA,NA,"en un cafetal de colombia"
NA,NA,"en una venezuela sana y en paz"
-1.1743197,52.3555177,"england"
-1.1743197,52.3555177,"england, united kingdom"
-3.3615174,40.4699465,"entre espana y america"
-75.5873636,6.1696109,"envigado"
-75.5873636,6.1696109,"envigado, antioquia"
-75.5873636,6.1696109,"envigado, colombia"
-84.1461519,9.920695,"escazu, costa rica"
NA,NA,"escritor, mamerto y senador de la republica."
NA,NA,"esp en  gerencia empresarial"
-3.74922,40.463667,"espana"
NA,NA,"espana liberal y progresista"
-5.6448401,40.9688088,"espana, venezuela & colombia"
NA,NA,"estado civil:en desobediencia "
35.233154,31.952162,"estado de palestina"
-69.8597406,10.1537842,"estado lara"
-63.297505,10.4055886,"estado sucre"
-95.712891,37.09024,"estados unidos"
-74.0949982,4.6369098,"estados unidos- colombia"
7.7521113,48.5734053,"estrasburgo, francia"
-75.597243,6.261095,"eterno verano"
15.2551187,54.5259614,"eu"
-123.0867536,44.0520691,"eugene, oregon"
15.2551187,54.5259614,"europa"
15.2551187,54.5259614,"europe"
-71.4270553,41.821433,"europe & america"
NA,NA,"europe, n.america, latam, asia"
-2.6189273,42.9896248,"euzkadi"
-84.3640829,33.7589188,"everywhere"
NA,NA,"everywhere mothers are"
-84.3640829,33.7589188,"everywhere!"
-122.7314116,49.0042914,"everywhere, worldwide!"
-99.1370276,19.4271824,"exilio"
-96.3372512,36.6678271,"exterior"
-74.354009,4.809984,"facatativa"
NA,NA,"facebook: http://ow.ly/ueex9"
43.7812773,33.3443576,"faluya"
-74.0571937,4.6643524,"famisanar"
-118.3941795,34.143857,"fata morgana."
-8.2193451,43.489646,"ferrol"
NA,NA,"fi (joensuu) / col (bogota) "
-75.6042364,1.6153858,"florencia caqueta "
-75.6042364,1.6153858,"florencia, caqueta, colombia"
-75.6042364,1.6153858,"florencia, colombia"
-81.5157535,27.6648274,"florida"
-81.5157535,27.6648274,"florida "
-77.0239606,38.9169828,"florida & washington, dc"
-81.5157535,27.6648274,"florida, usa"
-56.2202946,-34.0948167,"florida,uruguay"
-73.1069693,7.0723921,"floridablanca, colombia"
-95.8319048,36.1627705,"flying around the world"
-72.851515,10.886123,"fonseca la guajira"
-74.143671,4.673689,"fontibon"
-80.1373174,26.1224386,"fort lauderdale"
-80.1373174,26.1224386,"fort lauderdale, fl"
NA,NA,"fotos de: teresa vargas."
-111.7256936,33.6042079,"fountain hills, arizona"
2.213749,46.227638,"france"
2.213749,46.227638,"france "
-73.5662378,45.4981918,"france / monaco"
13.1713267,32.8651008,"free libya"
NA,NA,"frente jedi patria grande"
-2.4198789,52.7102562,"from all over!"
-80.1373174,26.1224386,"ft lauderdale"
-76.9988669,38.7478222,"ft. washington, md 20744"
-74.361823,4.345152,"fusagasuga, colombia"
-96.013872,36.7576048,"gcc"
6.1431577,46.2043907,"geneva"
6.1431577,46.2043907,"geneva, switzerland"
6.1431577,46.2043907,"geneva, switzerland "
-121.2716988,38.7481052,"genovia"
-82.9000751,32.1656221,"georgia, usa"
-76.269279,3.725234,"ginebra, colombia"
-74.8031414,4.3045959,"girardot, colombia"
-4.251806,55.864237,"glasgow"
-118.255075,34.1425078,"glendale, ca"
-94.597027,39.04395,"global"
-73.9968807,40.7249194,"global citizen"
-97.6642636,35.5770674,"glocal"
NA,NA,"gorilandia"
-74.097368,40.926089,"gotham city"
-73.9834916,40.748449,"graduate center cuny, new york"
6.1436916,46.2209163,"graduate institute, geneva"
NA,NA,"grecia y alrededores."
21.824312,39.074208,"greece"
-72.5204827,11.3547743,"guajira"
-75.442627,6.279597,"guarne, antioquia"
-75.153467,6.231137,"guatape"
-75.153467,6.231137,"guatape, colombia"
-90.230759,15.783471,"guatemala"
-90.230759,15.783471,"guatemala, centroamerica"
-79.9223592,-2.1709979,"guayaquil"
-79.9223592,-2.1709979,"guayaquil, ecuador"
-99.5450974,17.4391926,"guerrero"
NA,NA,"habitante del planeta tierra"
-122.4285862,37.4635519,"half moon bay, california, usa"
31.03351,-17.8251657,"harare, zimbabwe"
-71.1221412,42.3655147,"harvard business school"
-155.5827818,19.8967662,"hawaii, usa"
1.16374,51.116592,"hawkinge, england"
-49.277701,-16.737357,"hazte socia/o"
5.8974233,51.1773069,"heel nederland"
-83.985,42.43472,"hell"
24.9383791,60.1698557,"helsinki, finland"
NA,NA,"here & there. proud canadian."
NA,NA,"here and now - the present"
-122.379066,47.809615,"here and there"
-74.694929,40.774716,"here, there and everywhere"
-74.694929,40.774716,"here, there, everywhere "
-74.0048398,40.7251137,"here."
NA,NA,"hipocresialandia (mzl) co"
-95.712891,37.09024,"hispanoamerica"
-71.3817754,-33.0629329,"holanda y alemania"
-80.1494901,26.0112014,"hollywood, fl"
-86.241905,15.199999,"honduras"
114.109497,22.396428,"hong kong"
-157.8583333,21.3069444,"honolulu, hi"
5.3220544,60.3912628,"hordaland, bergen"
28.0625177,-26.1648722,"houghton, south africa"
-95.3698028,29.7604267,"houston, texas"
NA,NA,"http://goo.gl/jchgh"
-75.5276699,2.5359349,"huila"
-75.5276699,2.5359349,"huila - colombia"
NA,NA,"hzb lthd ldymqrty"
NA,NA,"i'm always home, i'm uncool."
-75.242438,4.444676,"ibague"
-75.242438,4.444676,"ibague (tolima)"
-75.242438,4.444676,"ibague colombia"
-75.242438,4.444676,"ibague tolima"
-75.242438,4.444676,"ibague, colombia"
-75.242438,4.444676,"ibague, tolima"
-118.2229431,33.9626884,"iberoamerica"
NA,NA,"iberoamerica & dc"
NA,NA,"ideaslocalesqueconstruyenpais "
NA,NA,"in london but travelling often"
-87.836186,42.590671,"in my shoes"
9.2464017,45.4703251,"in the back of your mind"
-95.8283374,37.5332246,"in the moment"
-90.1895269,38.6275671,"in transit . "
78.96288,20.593684,"india "
113.921327,-0.789275,"indonesia"
NA,NA,"informacion@cangrejoperez.com"
NA,NA,"instagram @francorjorge"
NA,NA,"instagram @gabodelascasas"
NA,NA,"instagram @mariaconchita_a "
NA,NA,"instagram @mariafelina "
NA,NA,"instagram.com/marcelaalarcon1"
NA,NA,"instagram: @amas"
NA,NA,"instagram: @enghelmusica"
NA,NA,"instagram: @menshealthmag"
NA,NA,"instagram: hassannassar"
NA,NA,"instagram: lindapalma"
-97.3931973,37.64209,"international"
-95.6163665,37.0373005,"internet"
-73.8333975,45.6433362,"internet - libre"
-117.905593,34.089006,"iphone: 32.799828,-96.784111"
-74.041587,40.749339,"iphone: 40.751663,-73.989670"
-77.639504,0.825542,"ipiales narino "
-111.0216253,31.5671768,"irak +9647510693481"
-7.6920536,53.1423672,"ireland"
-80.108746,26.3947178,"ireland & worldwide"
-117.8265049,33.6845673,"irvine, ca"
-63.9113296,10.9970723,"isla de margarita - venezuela"
-63.9113296,10.9970723,"isla de margarita. venezuela"
34.851612,31.046051,"israel"
28.9783589,41.0082376,"istanbul"
28.9783589,41.0082376,"istanbul "
NA,NA,"it's colombia, not columbia"
-75.6146712,6.1675682,"itagui, antioquia"
NA,NA,"italia(milano) ecuadormipais"
-76.5018807,42.4439614,"ithaca, new york"
-76.5018807,42.4439614,"ithaca, ny"
NA,NA,"j.alban@uniandes.edu.co"
140.6689995,-2.5916025,"jayapura"
35.21371,31.768319,"jerusalem, israel"
28.0473051,-26.2041028,"johannesburg, south africa"
-75.8986835,45.3088185,"kanata/canada"
-94.5785667,39.0997265,"kansas city, mo"
NA,NA,"kath 'odon sten ithake"
85.3239605,27.7172453,"kathmandu, nepal"
-122.179195,37.428757,"kcaldeira@carnegiescience.edu"
NA,NA,"keep reining"
NA,NA,"kenosha, wi and washington, dc"
-81.3578859,41.1536674,"kent, oh"
0.5217254,51.2787075,"kent, uk"
-80.1901838,25.7834333,"key biscayne , fla /  bogota"
72.9593587,20.5230393,"killa town"
45.079162,23.885942,"kingdom of saudi arabia"
-76.4859544,44.2311717,"kingston, on canada"
-83.9207392,35.9606384,"knoxville, tn"
37.6174994,55.7520233,"kremlin, moscow"
NA,NA,"l'amunt "
-99.1191514,19.2817854,"la - cdmx - az"
-118.243571,34.042079,"la / ny"
-74.0059728,40.7127753,"la | nyc | austin "
NA,NA,"la bodega de petro. "
-73.968631,4.720521,"la calera cundinamarca"
-73.968631,4.720521,"la calera, colombia"
-111.761497,32.968403,"la casa de ritmo"
-75.3932916,6.0033698,"la ceja-la union(antioquia)"
-73.1227416,7.119349,"la ciudad bonita, colombia"
-83.9320806,13.8394456,"la costa caribe"
NA,NA,"la distancia adecuada."
-75.635586,6.138751,"la estrella - antioquia"
-67.7702713,10.4871277,"la fuerza de la independencia"
-72.5204827,11.3547743,"la guajira"
-82.3665956,23.1135925,"la habana, cuba"
-75.4905436,10.3996747,"la heroica"
-117.2712717,32.8328112,"la jolla, ca"
-68.1192936,-16.489689,"la paz"
-68.1192936,-16.489689,"la paz, bolivia"
-57.9535657,-34.9204948,"la plata, argentina"
-57.9535657,-34.9204948,"la plata, buenos aires"
-57.945498,-34.912705,"la red del conocimiento"
-71.228864,-29.877365,"la serena, #diaguita"
-71.2519374,-29.9026691,"la serena, chile"
-75.3609759,5.973839,"la union, antioquia."
-118.272654,34.022363,"la/sanctuary city of angels "
-72.3180631,18.4993067,"laboule.rte de kenscoff"
-73.9352473,4.4997924,"laguna de bogota"
-69.8597406,10.1537842,"lara, venezuela"
-95.9579757,36.161971,"las americas"
-70.5573124,-33.3989812,"las condes, chile"
-56.214709,-34.7075472,"las piedras. uruguay "
-58.4242218,-34.5831009,"las pizarrinas"
-115.1398296,36.1699412,"las vegas"
-115.1516498,36.1312496,"las vegas | nyc | seattle"
-118.4092011,33.9431128,"latam"
-118.4092011,33.9431128,"latamc"
-61.3268535,-4.4420385,"latin america"
-61.3268535,-4.4420385,"latinamerica"
-61.3268535,-4.4420385,"latinoamerica"
-80.3145645,43.3537374,"latinoamerica unida"
-66.8587468,10.4748752,"latinoamerica y el caribe "
-106.0991028,28.6903917,"latinoamerica y espana"
-95.2352501,38.9716689,"lawrence, ks"
-95.6598042,29.708452,"learn english !"
-92.6637865,37.6805967,"lebanon | lbnn"
NA,NA,"lejos de los indios"
NA,NA,"lejos de mis perros"
-119.7871897,34.4272379,"lejos de santos"
-69.935907,-4.203165,"leticia, amazonas"
4.7005176,50.8798438,"leuven, belgium"
17.228331,26.3351,"libya/uk"
-77.042754,-12.0463731,"lima"
-77.042754,-12.0463731,"lima-peru"
-77.042754,-12.0463731,"lima - peru"
-77.042754,-12.0463731,"lima metropolitana, peru"
-77.042754,-12.0463731,"lima peru"
-77.042754,-12.0463731,"lima, peru"
9.6789333,47.5797815,"lindau, germany"
NA,NA,"litoral pacifico colombiano"
-2.0348803,42.6681286,"llanos orientales"
0.6200146,41.6175899,"lleida, spain"
-75.1425709,39.9653813,"localhost"
-79.2112769,-4.0078909,"loja-ecuador"
-0.1277583,51.5073509,"london"
-73.9805361,40.7634381,"london & new york"
-0.1270141,51.5299848,"london nw1 2db"
-0.1277583,51.5073509,"london town, blighty"
-0.1277583,51.5073509,"london uk"
-0.1277583,51.5073509,"london, england"
-0.1277583,51.5073509,"london, england "
-0.075298,51.5509232,"london, istanbul"
-0.0814374,51.5187516,"london, liverpool and st ives"
-73.9920304,40.7140774,"london, new york, hong kong"
-0.0722785,51.6049674,"london, tottenham"
-0.1277583,51.5073509,"london, uk"
-0.1277583,51.5073509,"london, united kingdom"
NA,NA,"london, wales, wherever"
-0.1277583,51.5073509,"londres, inglaterra."
-118.1937395,33.7700504,"long beach, ca"
-75.8136245,9.2376398,"lorica cordoba"
-118.2436849,34.0522342,"los angeles"
-118.2436849,34.0522342,"los angeles "
-118.287612,34.110629,"los angeles / mexico city"
-118.2436849,34.0522342,"los angeles ca"
-118.2436849,34.0522342,"los angeles, ca"
-118.2436849,34.0522342,"los angeles, california"
8.951052,46.0036778,"lugano, switzerland"
6.129583,49.815273,"luxembourg"
NA,NA,"ma but grew up in cali"
-79.9553924,-3.2581112,"machala"
-74.001682,40.737046,"macondo"
-89.4012302,43.0730517,"madison, wi"
-3.7037902,40.4167754,"madrid"
-74.1061941,4.5619479,"madrid - bogota"
-3.7037902,40.4167754,"madrid - spain"
-3.7037902,40.4167754,"madrid (spain)"
-74.1061941,4.5619479,"madrid / bogota "
-74.2627569,4.733779,"madrid cundinamarca colombia"
-3.7037902,40.4167754,"madrid, comunidad de madrid"
-74.2627569,4.733779,"madrid, cundinamarca"
-3.7037902,40.4167754,"madrid, espana"
-3.6654546,40.431114,"madrid, roma "
-3.7620912,40.3648304,"madrid, sevilla y elche"
-3.7037902,40.4167754,"madrid, spain"
-3.6831912,40.4508444,"madrid, spain - nueva york,usa"
-3.7037902,40.4167754,"madrid,espana . "
-74.2627569,4.733779,"madrid/latin america"
NA,NA,"magdalena medio. sur del cesar"
-4.4213988,36.7212737,"malaga"
-4.8824474,36.510071,"malaga-marbella"
101.975766,4.210484,"malaysia"
14.375416,35.937496,"malta"
3.2095318,39.5697165,"manacor"
-86.2361744,12.1149926,"managua, nicaragua"
-86.2361744,12.1149926,"managua, nicaragua."
-2.2426305,53.4807593,"manchester"
-73.9712488,40.7830603,"manhattan, ny"
NA,NA,"manizaleno en bogota"
-75.5138166,5.070275,"manizales"
-74.054509,4.6781075,"manizales - bogota"
-75.5138166,5.070275,"manizales caldas colombia "
-75.5138166,5.070275,"manizales, caldas"
-75.5138166,5.070275,"manizales, caldas, colombia."
-75.5138166,5.070275,"manizales, colombia"
-95.9912597,36.1383324,"mansion house"
-3.8646893,40.7262858,"manzanares el real, espana"
-95.6353071,36.6993866,"mar "
-71.6125366,10.642707,"maracaibo, venezuela"
NA,NA,"maricelamarulandamanager.com"
-122.7633036,38.083403,"marin, california"
-51.9330558,-23.4209995,"maringa-pr-brasil"
-75.341462,6.176967,"marinilla-antioquia"
-75.341462,6.176967,"marinilla, antioquia"
-95.468537,37.674105,"marketing "
-76.6412712,39.0457549,"maryland"
-71.3824374,42.4072107,"massachusetts"
-73.015958,7.32278,"matanza, colombia"
-63.1914317,9.7333906,"maturin monagas"
-156.3319253,20.7983626,"maui"
-75.5812119,6.244203,"medellin"
NA,NA,"medellin- #todoporlapatria"
-75.5812119,6.244203,"medellin- colombia"
-75.5812119,6.244203,"medellin-antioquia"
-75.5812119,6.244203,"medellin-colombia"
-73.9873581,40.7003578,"medellin-nyc"
-75.5812119,6.244203,"medellin "
-75.5812119,6.244203,"medellin - antioquia"
-75.553814,6.3100252,"medellin - bogota"
-75.5812119,6.244203,"medellin - colombia"
-75.5812119,6.244203,"medellin - colombia "
-75.5812119,6.244203,"medellin - colombia."
NA,NA,"medellin - rodania [costeno]*"
-94.6098064,38.9835187,"medellin -antioquia -colombia"
NA,NA,"medellin   #unidoshacemosmas"
-75.5812119,6.244203,"medellin  |  colombia"
-75.5812119,6.244203,"medellin (antioquia)"
-75.553814,6.3100252,"medellin / bogota"
-75.5719863,6.2779398,"medellin / carmen de viboral"
-75.5812119,6.244203,"medellin / colombia"
-75.5812119,6.244203,"medellin antioquia"
-75.5812119,6.244203,"medellin antioquia colombia"
-75.5812119,6.244203,"medellin colombia"
NA,NA,"medellin y twitterland "
-75.5812119,6.244203,"medellin( colombia)"
-75.5812119,6.244203,"medellin, antioquia"
-75.5812119,6.244203,"medellin, antioquia  "
-75.5812119,6.244203,"medellin, antioquia, colombia"
-75.5812119,6.244203,"medellin, antioquia, colombia."
-75.576535,6.249668,"medellin, barrio triste."
NA,NA,"medellin, cali, rep dominicana"
-75.5812119,6.244203,"medellin, co"
-75.5812119,6.244203,"medellin, colombia"
-75.5093481,6.2891079,"medellin, colombia / washington, dc"
-75.5812119,6.244203,"medellin, colombia."
-75.5481837,6.2286599,"medellin, eterna primavera "
-75.5812119,6.244203,"medellin,antioquia-colombia"
-75.5812119,6.244203,"medellin,co"
-75.5812119,6.244203,"medellin,colombia"
-75.56036,6.251135,"medellin,colombia,iberoamerica"
-75.5812119,6.244203,"medellin."
-75.5812119,6.244203,"medellin. colombia "
-75.5812119,6.244203,"medellin/ colombia"
-75.5812119,6.244203,"medellin/colombia"
-71.1061639,42.4184296,"medford, ma"
42.5509603,29.2985278,"medio oriente"
144.9630576,-37.8136276,"melbourne, victoria"
144.9630576,-37.8136276,"melbourne, victoria australia "
-74.5765686,40.7870633,"mendham, nj"
-68.8458386,-32.8894587,"mendoza, argentina"
-122.1817252,37.4529598,"menlo park, california"
2.434436,48.566784,"mennecy"
-117.8266585,33.6812364,"merida city shore"
-71.1804988,8.5698244,"merida, venezuela"
-73.6376905,4.1513822,"meta - villavicencio"
NA,NA,"metro es para ciudad mosquera"
121.0222565,14.6090537,"metro manila, philippines"
-70.6504896,-33.4375545,"metropolitana de santiago"
-115.4522623,32.6245389,"mexicali"
-102.552784,23.634501,"mexico"
NA,NA,"mexico-colombia"
-81.5837421,28.5631619,"mexico-colombia-venezuela"
-102.552784,23.634501,"mexico "
-99.133208,19.4326077,"mexico city"
-99.133208,19.4326077,"mexico df"
-58.3977316,-34.6161508,"mexico y buenos aires "
-102.552784,23.634501,"mexico y latinoamerica"
-99.0571905,19.3986809,"mexico y todo el mundo"
-99.133208,19.4326077,"mexico, d.f."
-99.133208,19.4326077,"mexico, d.f. "
-99.133208,19.4326077,"mexico, df"
-99.133208,19.4326077,"mexico, df."
NA,NA,"mexico/colombia/elmundo"
-88.077268,44.579682,"mi ria, mi mar, mi oceano..."
-80.1917902,25.7616798,"miami"
-74.1142198,4.596198,"miami-bogota, d.c., colombia"
NA,NA,"miami-mexico-caracas-madrid"
NA,NA,"miami - bogota - medellin"
-66.8632677,10.4892783,"miami - caracas -  bogota"
-80.1917902,25.7616798,"miami - florida usa"
-80.1917902,25.7616798,"miami - florida, usa"
NA,NA,"miami - maracay [?]"
-75.57053,6.250208,"miami - medellin"
-80.1917902,25.7616798,"miami - usa"
-80.1917902,25.7616798,"miami , florida"
-80.1300455,25.790654,"miami beach, fl"
-80.1917902,25.7616798,"miami fl"
-80.1917902,25.7616798,"miami, fl"
-80.1917902,25.7616798,"miami, fl."
-80.1917902,25.7616798,"miami, florida"
-80.1917902,25.7616798,"miami, florida "
-80.1917902,25.7616798,"miami, florida. usa"
-80.1917902,25.7616798,"miami,fl "
-83.2456242,42.4793482,"michigan/new york city"
-77.7355496,38.9687211,"middleburg, virginia"
-80.1917902,25.7616798,"miiami"
NA,NA,"mil ciudades"
-94.5823061,39.0825197,"milano"
-122.5449763,37.9060368,"mill valley, ca"
-87.9064736,43.0389025,"milwaukee, wisconsin"
-66.4271499,10.2509303,"miranda, venezuela"
NA,NA,"mis opiniones son personales"
NA,NA,"mojon guindao, sucre"
7.4246158,43.7384176,"monaco"
103.846656,46.862496,"mongolia"
-73.57359,5.875987,"moniquira"
NA,NA,"monitoreo@presidencia.colombia"
-76.530538,3.366302,"montanas y ciudades - colombia"
-75.417209,7.976803,"montelibano cordoba"
-75.417209,7.976803,"montelibano, cordoba"
-3.7019337,40.4185112,"montera, 24 - madrid (espana)"
-75.8785348,8.750983,"monteria "
-75.8862899,8.7559707,"monteria - bogota"
-75.8785348,8.750983,"monteria - colombia"
-75.8785348,8.750983,"monteria - cordoba."
-75.8785348,8.750983,"monteria, colombia"
-75.8785348,8.750983,"monteria, colombia."
-75.8785348,8.750983,"monteria, cordoba"
-75.8785348,8.750983,"monteria, cordoba, colombia"
-75.8785348,8.750983,"monteria, cordoba."
-100.3161126,25.6866142,"monterrey, mexico."
-100.3161126,25.6866142,"monterrey, nuevo leon, mexico"
-57.5837258,-37.9836031,"montes de maria"
-103.7283085,19.258715,"montes de maria (col.)"
-56.1645314,-34.9011127,"montevideo, uruguay"
-73.567256,45.5016889,"montreal-quebec-canada"
-73.7230868,45.5166992,"montreal // las vegas"
-101.1949825,19.7059504,"morelia, michoacan"
-99.1013498,18.6813049,"morelos"
37.6172999,55.755826,"moscow"
37.6172999,55.755826,"moscow, russia"
37.6172999,55.755826,"moscu, rusia"
-74.230101,4.706035,"mosquera, colombia"
-122.0838511,37.3860517,"mountain view, ca"
-122.0838511,37.3860517,"mountain view, california"
-108.9906188,25.820527,"muelle de san blas"
72.8776559,19.0759837,"mumbai, india"
-118.0008281,34.1465266,"mundial"
-95.9082993,36.179738,"mundo"
-54.283336,-23.935744,"mundo novo, brasil"
11.5819805,48.1351253,"munich, baviera"
-1.1306544,37.9922399,"murcia"
-56.1645314,-34.9011127,"mvd, uruguay. "
35.12453,32.016219,"nabi saleh"
-87.6366599,41.8945133,"nacional"
-73.9680091,40.7488758,"naciones unidas"
36.8219462,-1.2920659,"nairobi"
36.8219462,-1.2920659,"nairobi, kenya"
-81.7948103,26.1420358,"naples, florida"
-81.7948103,26.1420358,"naples, florida, usa"
-77.35794,1.289151,"narino"
-77.35794,1.289151,"narino colombia"
-77.35794,1.289151,"narino, colombia"
NA,NA,"narnia narco bananera "
NA,NA,"narnialombia"
-86.7816016,36.1626638,"nashville, tn"
NA,NA,"natagaima y chicoral"
-95.6291268,37.0329119,"national."
-95.712891,37.09024,"nationwide"
-117.0222757,32.5110247,"navegando.."
-105.5108312,39.9613759,"nederland"
-75.2809001,2.9344837,"neiva"
-75.2809001,2.9344837,"neiva - huila - colombia"
-75.2809001,2.9344837,"neiva huila colombia."
